"","Location","Denomination","Month","Weekday","Type","Theme","Age","Promotion","Coupons","Weather","Coin.in"
"1146","2nd Floor - Back","Half Dollar","Sep","Wednesday","Bonus Video","Adventure",14,"Monthy Player","None","cloudy",1020
"1147","2nd Floor - Back","Half Dollar","Oct","Thursday","Progressive","Horror",15,"Daily Special","None","cloudy",777
"1148","2nd Floor - Back","Half Dollar","Nov","Tuesday","4 Reel","Casinos",13,"VIP","None","balmy",122
"1149","2nd Floor - Back","Half Dollar","Nov","Tuesday","Bonus Video","Regional",16,"None","None","blusterous",1031
"1150","2nd Floor - Back","Half Dollar","Nov","Sunday","4 Reel","Magic",16,"New Player","None","raw",1229
"1153","2nd Floor - Back","Dollar","Jan","Monday","4 Reel","Magic",10,"None","None","steamy",480
"1156","2nd Floor - Back","Dollar","Feb","Thursday","5 Reel","Movies",13,"New Player","None","crummy",453
"1157","2nd Floor - Back","Dollar","May","Friday","4 Reel","Food",9,"Daily Special","None","dead",300
"1158","2nd Floor - Back","Dollar","Jun","Tuesday","5 Reel","Adventure",7,"Monthy Player","None","misty",1062
"1160","2nd Floor - Back","Dollar","Jun","Sunday","Bonus Video","Animals",17,"None","None","calm",1286
"1161","2nd Floor - Back","Dollar","Jul","Tuesday","5 Reel","Animals",16,"None","None","hot",335
"1162","2nd Floor - Back","Dollar","Jul","Wednesday","Bonus Video","Retro",16,"Monthy Player","None","good",85
"1163","2nd Floor - Back","Dollar","Aug","Tuesday","4 Reel","Holidays",11,"Daily Special","None","stormy",55
"1164","2nd Floor - Back","Dollar","Aug","Tuesday","Bonus Video","Fruit",7,"Daily Special","None","scorching",548
"1166","2nd Floor - Back","Dollar","Sep","Monday","Progressive","Adventure",7,"Daily Special","None","arid",847
"1167","2nd Floor - Back","Dollar","Sep","Friday","Bonus Video","History",5,"Daily Special","None","bitter",329
"1168","2nd Floor - Back","Dollar","Nov","Tuesday","4 Reel","Riches",5,"New Player","None","tempestuous",939
"1169","2nd Floor - Back","Dollar","Nov","Thursday","Bonus Video","Casinos",19,"None","None","showery",822
"1171","2nd Floor - Back","Dollar","Nov","Friday","4 Reel","Sea",18,"Daily Special","None","muggy",548
"1172","2nd Floor - Back","Dollar","Nov","Sunday","5 Reel","Regional",15,"VIP","None","misty",113
"1173","2nd Floor - Back","Dollar","Nov","Sunday","Bonus Video","Horror",9,"None","None","warm",10
"1174","2nd Floor - Back","Two Dollar","Jan","Monday","5 Reel","American",2,"None","None","damp",136
"1177","2nd Floor - Back","Two Dollar","Jan","Sunday","5 Reel","Retro",20,"Monthy Player","None","wet",1030
"1178","2nd Floor - Back","Two Dollar","Mar","Thursday","Bonus Video","Magic",14,"Daily Special","None","windy",59
"1179","2nd Floor - Back","Two Dollar","May","Monday","5 Reel","Casinos",3,"VIP","None","cold",787
"1182","2nd Floor - Back","Two Dollar","Jul","Thursday","5 Reel","Regional",10,"Monthy Player","None","sunny",637
"1183","2nd Floor - Back","Two Dollar","Aug","Friday","4 Reel","Fairy Tale",6,"None","None","rainy",1476
"1185","2nd Floor - Back","Two Dollar","Sep","Tuesday","4 Reel","History",16,"None","None","snow",1312
"1186","2nd Floor - Back","Two Dollar","Oct","Thursday","5 Reel","Travel",10,"Daily Special","None","snow",1096
"1189","2nd Floor - Back","Two Dollar","Dec","Thursday","5 Reel","Food",15,"None","None","revolting",1491
"1190","2nd Floor - Back","Five Dollar","Feb","Friday","5 Reel","Fruit",10,"Monthy Player","None","bitter",605
"1191","2nd Floor - Back","Five Dollar","Apr","Tuesday","Progressive","Travel",3,"Monthy Player","None","tempestuous",152
"1192","2nd Floor - Back","Five Dollar","Apr","Sunday","Progressive","Animals",7,"Daily Special","None","dead",577
"1193","2nd Floor - Back","Five Dollar","Apr","Sunday","Progressive","Magic",17,"None","None","wet",1469
"1194","2nd Floor - Back","Five Dollar","May","Tuesday","Progressive","Classic Symbols",3,"None","None","sultry",187
"1195","2nd Floor - Back","Five Dollar","Jun","Wednesday","Bonus Video","Riches",1,"Daily Special","None","dark",695
"1196","2nd Floor - Back","Five Dollar","Jun","Sunday","Progressive","Regional",11,"Monthy Player","None","sultry",1291
"1198","2nd Floor - Back","Five Dollar","Aug","Friday","4 Reel","Classic Symbols",16,"Monthy Player","None","steamy",686
"1199","2nd Floor - Back","Five Dollar","Sep","Tuesday","Progressive","American",9,"VIP","None","arid",913
"1200","2nd Floor - Back","Five Dollar","Oct","Friday","4 Reel","Horror",14,"None","None","bad",8
"1201","2nd Floor - Back","Five Dollar","Nov","Monday","4 Reel","Regional",2,"New Player","None","damp",490
"1202","2nd Floor - Back","Five Dollar","Dec","Wednesday","5 Reel","Movies",1,"VIP","None","mild",1197
"1203","2nd Floor - Back","Five Dollar","Dec","Friday","Progressive","Classic Symbols",16,"None","None","cloudy",1312
"1204","2nd Floor - Back","Ten Dollar","Jan","Tuesday","Bonus Video","Sea",4,"VIP","None","showery",798
"1205","2nd Floor - Back","Ten Dollar","Feb","Friday","4 Reel","History",12,"Daily Special","None","steamy",288
"1207","2nd Floor - Back","Ten Dollar","Mar","Wednesday","Progressive","Animals",2,"New Player","None","cold",465
"1209","2nd Floor - Back","Ten Dollar","Apr","Wednesday","Bonus Video","Magic",12,"New Player","None","blusterous",784
"1210","2nd Floor - Back","Ten Dollar","Apr","Sunday","Bonus Video","Fruit",18,"None","None","blusterous",668
"1211","2nd Floor - Back","Ten Dollar","May","Tuesday","4 Reel","Animals",17,"Daily Special","None","balmy",111
"1213","2nd Floor - Back","Ten Dollar","May","Tuesday","Bonus Video","Fruit",11,"Monthy Player","None","hot",224
"1214","2nd Floor - Back","Ten Dollar","May","Thursday","Bonus Video","Love",8,"Daily Special","None","snow",1494
"1215","2nd Floor - Back","Ten Dollar","Jul","Wednesday","4 Reel","Movies",15,"Monthy Player","None","dead",1449
"1216","2nd Floor - Back","Ten Dollar","Jul","Sunday","Progressive","History",15,"Monthy Player","None","bad",318
"1217","2nd Floor - Back","Ten Dollar","Aug","Wednesday","Progressive","Riches",13,"None","None","humid",1389
"1218","2nd Floor - Back","Ten Dollar","Sep","Sunday","Progressive","Movies",4,"Daily Special","None","crummy",1241
"1220","2nd Floor - Back","Twenty Five Dollar","Jan","Tuesday","Progressive","Entertainment",2,"Daily Special","None","balmy",348
"1221","2nd Floor - Back","Twenty Five Dollar","Feb","Friday","Bonus Video","Movies",9,"New Player","None","bitter",905
"1223","2nd Floor - Back","Twenty Five Dollar","May","Thursday","4 Reel","Travel",3,"Daily Special","None","good",568
"1224","2nd Floor - Back","Twenty Five Dollar","May","Sunday","4 Reel","Adventure",9,"VIP","None","hot",824
"1225","2nd Floor - Back","Twenty Five Dollar","Jun","Monday","5 Reel","Holidays",9,"VIP","None","rainy",897
"1226","2nd Floor - Back","Twenty Five Dollar","Jul","Wednesday","Progressive","Travel",1,"New Player","None","frosty",1490
"1230","2nd Floor - Back","Twenty Five Dollar","Sep","Wednesday","4 Reel","Other",15,"None","None","cloudy",1409
"1231","2nd Floor - Back","Twenty Five Dollar","Nov","Wednesday","Bonus Video","American",19,"New Player","None","stormy",1446
"1232","2nd Floor - Back","Fifty Dollar","Mar","Monday","4 Reel","Adventure",14,"New Player","None","dead",1008
"1233","2nd Floor - Back","Fifty Dollar","Jun","Monday","4 Reel","Other",4,"Daily Special","None","dead",1139
"1234","2nd Floor - Back","Fifty Dollar","Jun","Wednesday","Bonus Video","Adventure",14,"VIP","None","humid",196
"1237","2nd Floor - Back","Fifty Dollar","Jul","Friday","5 Reel","American",2,"VIP","None","steamy",646
"1240","2nd Floor - Back","Fifty Dollar","Aug","Thursday","Progressive","Fruit",1,"Daily Special","None","icy",1294
"1241","2nd Floor - Back","Fifty Dollar","Aug","Sunday","4 Reel","Fairy Tale",1,"Monthy Player","None","drizzly",1229
"1243","2nd Floor - Back","Fifty Dollar","Oct","Tuesday","Bonus Video","Fairy Tale",5,"Daily Special","None","crummy",709
"1244","2nd Floor - Back","Fifty Dollar","Oct","Wednesday","Bonus Video","Casinos",15,"Daily Special","None","rainy",1316
"1245","2nd Floor - Back","Fifty Dollar","Oct","Thursday","Progressive","Retro",19,"None","None","dark",1337
"1246","2nd Floor - Back","Fifty Dollar","Oct","Sunday","4 Reel","Horror",17,"None","None","rainy",1432
"1247","2nd Floor - Back","Fifty Dollar","Dec","Tuesday","5 Reel","Sea",11,"VIP","None","bad",162
"1249","2nd Floor - Back","Hundred Dollar","Jan","Wednesday","Bonus Video","Horror",3,"Monthy Player","None","bitter",206
"1250","2nd Floor - Back","Hundred Dollar","Feb","Thursday","4 Reel","Love",18,"Daily Special","None","tempestuous",84
"1251","2nd Floor - Back","Hundred Dollar","Feb","Thursday","Progressive","Retro",14,"Daily Special","None","muggy",263
"1252","2nd Floor - Back","Hundred Dollar","Mar","Friday","4 Reel","Food",1,"New Player","None","icy",1083
"1256","2nd Floor - Back","Hundred Dollar","Aug","Tuesday","Progressive","Fruit",5,"Daily Special","None","blusterous",584
"1257","2nd Floor - Back","Hundred Dollar","Sep","Monday","Progressive","Riches",2,"VIP","None","bitter",85
"1258","2nd Floor - Back","Hundred Dollar","Sep","Wednesday","Progressive","Retro",2,"New Player","None","cloudy",634
"1259","2nd Floor - Back","Hundred Dollar","Sep","Friday","Progressive","Holidays",19,"Monthy Player","None","cloudy",1429
"1260","2nd Floor - Back","Hundred Dollar","Nov","Wednesday","Bonus Video","Retro",13,"New Player","None","tempestuous",1191
"1261","2nd Floor - Back","Hundred Dollar","Dec","Sunday","Bonus Video","Retro",10,"Monthy Player","None","showery",334
"1262","3rd Floor - Front","Penny","Feb","Wednesday","Bonus Video","Entertainment",9,"None","None","icy",694
"1263","3rd Floor - Front","Penny","Mar","Friday","4 Reel","Love",11,"Monthy Player","None","icy",323
"1264","3rd Floor - Front","Penny","Apr","Sunday","5 Reel","Holidays",8,"Monthy Player","None","warm",612
"1265","3rd Floor - Front","Penny","Apr","Sunday","Progressive","Adventure",5,"New Player","None","damp",1175
"1266","3rd Floor - Front","Penny","Jun","Friday","5 Reel","Love",15,"None","None","calm",697
"1274","3rd Floor - Front","Two Cent","Apr","Thursday","Progressive","Fruit",10,"Monthy Player","None","damp",314
"1275","3rd Floor - Front","Two Cent","May","Monday","Progressive","Entertainment",8,"New Player","None","wet",1084
"1277","3rd Floor - Front","Two Cent","May","Friday","Progressive","Fruit",3,"Daily Special","None","windy",963
"1278","3rd Floor - Front","Two Cent","Jun","Monday","Progressive","Fairy Tale",13,"Monthy Player","None","sultry",86
"1279","3rd Floor - Front","Two Cent","Jun","Wednesday","Bonus Video","Holidays",12,"Daily Special","None","hot",912
"1280","3rd Floor - Front","Two Cent","Jun","Sunday","4 Reel","Magic",16,"New Player","None","frosty",224
"1281","3rd Floor - Front","Two Cent","Jul","Tuesday","Bonus Video","Sea",19,"None","None","warm",1279
"1282","3rd Floor - Front","Two Cent","Jul","Thursday","4 Reel","Classic Symbols",17,"VIP","None","sunny",885
"1283","3rd Floor - Front","Two Cent","Jul","Friday","4 Reel","Classic Symbols",16,"New Player","None","balmy",1219
"1286","3rd Floor - Front","Two Cent","Aug","Thursday","Progressive","Travel",7,"Monthy Player","None","warm",664
"1287","3rd Floor - Front","Two Cent","Aug","Friday","5 Reel","Other",2,"Monthy Player","None","calm",602
"1288","3rd Floor - Front","Two Cent","Sep","Tuesday","Bonus Video","Love",15,"New Player","None","good",264
"1289","3rd Floor - Front","Two Cent","Oct","Thursday","Progressive","Magic",6,"Daily Special","None","drizzly",149
"1290","3rd Floor - Front","Two Cent","Nov","Monday","Progressive","Fruit",10,"Daily Special","None","arid",1042
"1291","3rd Floor - Front","Two Cent","Nov","Monday","Bonus Video","Food",8,"VIP","None","revolting",1462
"1292","3rd Floor - Front","Two Cent","Nov","Tuesday","5 Reel","Sea",4,"Daily Special","None","hot",1111
"1293","3rd Floor - Front","Two Cent","Nov","Tuesday","Progressive","Food",18,"VIP","None","frosty",1332
"1296","3rd Floor - Front","Nickel","Mar","Sunday","5 Reel","Other",10,"Monthy Player","None","hazy",76
"1297","3rd Floor - Front","Nickel","Apr","Wednesday","4 Reel","Riches",12,"None","None","clear",1189
"1298","3rd Floor - Front","Nickel","May","Monday","5 Reel","Love",2,"Daily Special","None","stormy",245
"1299","3rd Floor - Front","Nickel","May","Monday","Progressive","Fruit",1,"Monthy Player","None","muggy",945
"1300","3rd Floor - Front","Nickel","May","Tuesday","5 Reel","Travel",1,"New Player","None","blusterous",347
"1301","3rd Floor - Front","Nickel","Jun","Monday","Bonus Video","Sea",1,"VIP","None","revolting",1119
"1302","3rd Floor - Front","Nickel","Jun","Thursday","4 Reel","Entertainment",11,"None","None","clear",128
"1303","3rd Floor - Front","Nickel","Jun","Sunday","5 Reel","Travel",1,"New Player","None","cloudy",453
"1304","3rd Floor - Front","Nickel","Jul","Tuesday","5 Reel","Love",7,"VIP","None","arid",1266
"1305","3rd Floor - Front","Nickel","Jul","Thursday","4 Reel","Sea",16,"None","None","muggy",1119
"1306","3rd Floor - Front","Nickel","Aug","Monday","4 Reel","Love",18,"VIP","None","balmy",283
"1309","3rd Floor - Front","Nickel","Aug","Friday","Bonus Video","Horror",2,"VIP","None","mild",396
"1310","3rd Floor - Front","Nickel","Sep","Wednesday","Progressive","Fairy Tale",6,"Monthy Player","None","cloudy",1426
"1311","3rd Floor - Front","Nickel","Sep","Wednesday","Bonus Video","Love",3,"New Player","None","bitter",731
"1312","3rd Floor - Front","Nickel","Sep","Sunday","Bonus Video","Travel",14,"New Player","None","scorching",346
"1313","3rd Floor - Front","Nickel","Oct","Monday","4 Reel","Horror",12,"None","None","close",1339
"1314","3rd Floor - Front","Nickel","Oct","Wednesday","5 Reel","Other",8,"Monthy Player","None","bitter",966
"1316","3rd Floor - Front","Nickel","Nov","Friday","4 Reel","Entertainment",19,"New Player","None","clear",868
"1317","3rd Floor - Front","Nickel","Nov","Friday","5 Reel","Other",13,"Monthy Player","None","calm",452
"1319","3rd Floor - Front","Nickel","Dec","Sunday","Bonus Video","Other",13,"New Player","None","hazy",1104
"1321","3rd Floor - Front","Dime","Feb","Monday","Bonus Video","Food",1,"None","None","crummy",768
"1322","3rd Floor - Front","Dime","Feb","Sunday","Progressive","Casinos",4,"None","None","cold",34
"1323","3rd Floor - Front","Dime","Mar","Tuesday","4 Reel","Fruit",14,"Daily Special","None","blusterous",856
"1325","3rd Floor - Front","Dime","Mar","Sunday","4 Reel","Classic Symbols",16,"Daily Special","None","bad",885
"1326","3rd Floor - Front","Dime","Apr","Tuesday","Progressive","American",19,"None","None","blusterous",930
"1327","3rd Floor - Front","Dime","Apr","Tuesday","Bonus Video","American",8,"None","None","calm",495
"1329","3rd Floor - Front","Dime","May","Wednesday","4 Reel","Sea",15,"None","None","windy",364
"1331","3rd Floor - Front","Dime","Jun","Thursday","Progressive","Sea",8,"VIP","None","snow",1443
"1332","3rd Floor - Front","Dime","Jul","Thursday","Progressive","Classic Symbols",20,"New Player","None","balmy",146
"1333","3rd Floor - Front","Dime","Jul","Sunday","Bonus Video","Casinos",9,"Monthy Player","None","crummy",896
"1334","3rd Floor - Front","Dime","Aug","Thursday","Progressive","Casinos",3,"Daily Special","None","raw",123
"1335","3rd Floor - Front","Dime","Sep","Monday","5 Reel","American",17,"New Player","None","clear",11
"1336","3rd Floor - Front","Dime","Sep","Thursday","Bonus Video","Movies",6,"Daily Special","None","good",929
"1337","3rd Floor - Front","Dime","Oct","Monday","5 Reel","Sea",3,"None","None","clear",499
"1338","3rd Floor - Front","Dime","Nov","Tuesday","4 Reel","Horror",11,"None","None","dead",775
"1341","3rd Floor - Front","Quarter","Jan","Monday","4 Reel","Animals",9,"New Player","None","cold",313
"1343","3rd Floor - Front","Quarter","Mar","Monday","4 Reel","Food",5,"Monthy Player","None","crummy",493
"1344","3rd Floor - Front","Quarter","Mar","Sunday","Bonus Video","Adventure",4,"VIP","None","balmy",678
"1347","3rd Floor - Front","Quarter","Apr","Friday","Bonus Video","Food",18,"New Player","None","damp",1313
"1348","3rd Floor - Front","Quarter","May","Wednesday","Bonus Video","Casinos",3,"Monthy Player","None","muggy",1330
"1349","3rd Floor - Front","Quarter","Jun","Wednesday","5 Reel","Classic Symbols",11,"None","None","scorching",484
"1350","3rd Floor - Front","Quarter","Jun","Friday","4 Reel","Casinos",7,"New Player","None","crummy",1467
"1353","3rd Floor - Front","Quarter","Jul","Friday","Progressive","Travel",2,"Monthy Player","None","cloudy",704
"1354","3rd Floor - Front","Quarter","Aug","Tuesday","Progressive","Movies",16,"None","None","mild",1412
"1355","3rd Floor - Front","Quarter","Aug","Thursday","Progressive","Riches",15,"Daily Special","None","muggy",441
"1356","3rd Floor - Front","Quarter","Sep","Monday","5 Reel","Love",5,"None","None","hot",656
"1357","3rd Floor - Front","Quarter","Nov","Tuesday","Progressive","Horror",2,"New Player","None","hot",1458
"1358","3rd Floor - Front","Half Dollar","Jan","Sunday","Bonus Video","Holidays",11,"VIP","None","calm",121
"1359","3rd Floor - Front","Half Dollar","Mar","Wednesday","Bonus Video","Love",2,"Daily Special","None","muggy",1383
"1360","3rd Floor - Front","Half Dollar","Mar","Thursday","4 Reel","Fruit",11,"Daily Special","None","crummy",983
"1361","3rd Floor - Front","Half Dollar","Mar","Thursday","4 Reel","Love",13,"None","None","bad",1104
"1362","3rd Floor - Front","Half Dollar","Mar","Sunday","Progressive","Classic Symbols",13,"Daily Special","None","crummy",1006
"1363","3rd Floor - Front","Half Dollar","Mar","Sunday","Bonus Video","Retro",16,"New Player","None","drizzly",418
"1364","3rd Floor - Front","Half Dollar","Jul","Wednesday","5 Reel","Animals",7,"None","None","bad",757
"1365","3rd Floor - Front","Half Dollar","Aug","Wednesday","5 Reel","Animals",13,"None","None","warm",34
"1367","3rd Floor - Front","Half Dollar","Sep","Monday","4 Reel","Fruit",16,"VIP","None","sultry",970
"1368","3rd Floor - Front","Half Dollar","Sep","Friday","Progressive","Riches",7,"None","None","bad",16
"1369","3rd Floor - Front","Half Dollar","Oct","Monday","Bonus Video","Fruit",14,"VIP","None","damp",1169
"1370","3rd Floor - Front","Half Dollar","Oct","Friday","Progressive","Fairy Tale",17,"New Player","None","showery",572
"1371","3rd Floor - Front","Half Dollar","Dec","Monday","Progressive","Animals",11,"VIP","None","cloudy",435
"1372","3rd Floor - Front","Half Dollar","Dec","Wednesday","5 Reel","American",15,"Monthy Player","None","bitter",753
"1373","3rd Floor - Front","Half Dollar","Dec","Sunday","Bonus Video","Magic",20,"Monthy Player","None","warm",1122
"1374","3rd Floor - Front","Dollar","Jan","Wednesday","Bonus Video","Sea",12,"New Player","None","calm",77
"1375","3rd Floor - Front","Dollar","Jan","Friday","Bonus Video","Horror",13,"Daily Special","None","showery",1066
"1376","3rd Floor - Front","Dollar","Feb","Tuesday","5 Reel","Casinos",12,"New Player","None","clear",1398
"1377","3rd Floor - Front","Dollar","Feb","Thursday","4 Reel","Love",9,"Daily Special","None","scorching",742
"1378","3rd Floor - Front","Dollar","Mar","Tuesday","4 Reel","Riches",10,"New Player","None","frosty",774
"1381","3rd Floor - Front","Dollar","Jun","Friday","5 Reel","Animals",2,"Monthy Player","None","warm",887
"1383","3rd Floor - Front","Dollar","Aug","Sunday","Bonus Video","Movies",13,"VIP","None","warm",213
"1384","3rd Floor - Front","Dollar","Oct","Monday","5 Reel","Animals",8,"Daily Special","None","arid",1417
"1390","3rd Floor - Front","Two Dollar","Apr","Monday","5 Reel","Adventure",10,"VIP","None","snow",129
"1391","3rd Floor - Front","Two Dollar","Apr","Tuesday","Progressive","Riches",17,"None","None","humid",299
"1393","3rd Floor - Front","Two Dollar","May","Friday","5 Reel","Retro",14,"Daily Special","None","wet",936
"1394","3rd Floor - Front","Two Dollar","Jun","Wednesday","Bonus Video","Holidays",10,"New Player","None","tempestuous",1438
"1396","3rd Floor - Front","Two Dollar","Jul","Monday","4 Reel","History",15,"VIP","None","windy",591
"1398","3rd Floor - Front","Two Dollar","Sep","Thursday","Bonus Video","History",19,"New Player","None","calm",1072
"1399","3rd Floor - Front","Two Dollar","Sep","Sunday","Bonus Video","Love",17,"VIP","None","misty",334
"1402","3rd Floor - Front","Two Dollar","Nov","Friday","Progressive","Adventure",3,"New Player","None","cloudy",1291
"1403","3rd Floor - Front","Two Dollar","Nov","Friday","Progressive","Food",3,"Daily Special","None","balmy",812
"1405","3rd Floor - Front","Five Dollar","Mar","Tuesday","Progressive","American",20,"Monthy Player","None","clear",131
"1406","3rd Floor - Front","Five Dollar","Mar","Wednesday","Bonus Video","Entertainment",10,"New Player","None","warm",268
"1408","3rd Floor - Front","Five Dollar","May","Tuesday","4 Reel","Retro",6,"None","None","blusterous",654
"1409","3rd Floor - Front","Five Dollar","May","Wednesday","Bonus Video","American",6,"Monthy Player","None","clear",209
"1410","3rd Floor - Front","Five Dollar","May","Sunday","Progressive","Regional",14,"None","None","arid",700
"1412","3rd Floor - Front","Five Dollar","Aug","Tuesday","5 Reel","Magic",17,"Monthy Player","None","dead",505
"1415","3rd Floor - Front","Five Dollar","Dec","Monday","Progressive","Regional",19,"New Player","None","sunny",1307
"1416","3rd Floor - Front","Five Dollar","Dec","Monday","Bonus Video","Holidays",17,"Monthy Player","None","windy",363
"1417","3rd Floor - Front","Five Dollar","Dec","Thursday","Progressive","Love",3,"Monthy Player","None","showery",809
"1418","3rd Floor - Front","Ten Dollar","Jan","Thursday","5 Reel","Movies",7,"Monthy Player","None","dark",352
"1419","3rd Floor - Front","Ten Dollar","Feb","Thursday","5 Reel","Adventure",19,"Daily Special","None","revolting",753
"1420","3rd Floor - Front","Ten Dollar","Mar","Sunday","Bonus Video","Sea",19,"New Player","None","hot",775
"1421","3rd Floor - Front","Ten Dollar","Apr","Tuesday","Bonus Video","Retro",8,"Monthy Player","None","cloudy",870
"1422","3rd Floor - Front","Ten Dollar","Apr","Friday","Progressive","Movies",16,"Daily Special","None","muggy",229
"1425","3rd Floor - Front","Ten Dollar","May","Wednesday","4 Reel","Food",8,"New Player","None","icy",283
"1427","3rd Floor - Front","Ten Dollar","May","Thursday","Progressive","Retro",8,"None","None","rainy",550
"1428","3rd Floor - Front","Ten Dollar","May","Friday","5 Reel","Holidays",11,"Daily Special","None","scorching",948
"1429","3rd Floor - Front","Ten Dollar","Jun","Thursday","4 Reel","Magic",8,"None","None","warm",311
"1432","3rd Floor - Front","Ten Dollar","Jul","Sunday","Bonus Video","Magic",6,"Daily Special","None","cloudy",35
"1436","3rd Floor - Front","Ten Dollar","Dec","Friday","5 Reel","Classic Symbols",13,"None","None","showery",1246
"1437","3rd Floor - Front","Ten Dollar","Dec","Sunday","4 Reel","Fruit",8,"New Player","None","tempestuous",411
"1439","3rd Floor - Front","Twenty Five Dollar","Apr","Sunday","4 Reel","Classic Symbols",14,"None","None","arid",1472
"1443","3rd Floor - Front","Twenty Five Dollar","Oct","Wednesday","4 Reel","Travel",1,"None","None","showery",1004
"1445","3rd Floor - Front","Twenty Five Dollar","Nov","Wednesday","4 Reel","Movies",10,"None","None","damp",295
"1446","3rd Floor - Front","Twenty Five Dollar","Nov","Wednesday","Bonus Video","Other",3,"VIP","None","drizzly",216
"1451","3rd Floor - Front","Fifty Dollar","Apr","Thursday","4 Reel","Fairy Tale",7,"VIP","None","steamy",12
"1454","3rd Floor - Front","Fifty Dollar","Aug","Friday","Progressive","Retro",10,"Daily Special","None","mild",863
"1455","3rd Floor - Front","Fifty Dollar","Oct","Sunday","5 Reel","American",1,"New Player","None","balmy",891
"1456","3rd Floor - Front","Fifty Dollar","Nov","Monday","Bonus Video","Entertainment",14,"New Player","None","calm",713
"1457","3rd Floor - Front","Fifty Dollar","Nov","Thursday","4 Reel","Classic Symbols",2,"Monthy Player","None","sunny",253
"1458","3rd Floor - Front","Fifty Dollar","Nov","Sunday","5 Reel","Retro",15,"New Player","None","bad",501
"1459","3rd Floor - Front","Fifty Dollar","Dec","Monday","5 Reel","Food",2,"New Player","None","good",290
"1460","3rd Floor - Front","Fifty Dollar","Dec","Wednesday","Progressive","Fruit",16,"None","None","wet",1134
"1461","3rd Floor - Front","Hundred Dollar","Jan","Monday","Bonus Video","Regional",16,"Daily Special","None","blusterous",698
"1462","3rd Floor - Front","Hundred Dollar","Jan","Wednesday","Progressive","Magic",20,"Daily Special","None","dark",1424
"1465","3rd Floor - Front","Hundred Dollar","Jan","Friday","Progressive","Animals",16,"Monthy Player","None","damp",1065
"1466","3rd Floor - Front","Hundred Dollar","Jan","Friday","Progressive","Travel",1,"Daily Special","None","misty",726
"1467","3rd Floor - Front","Hundred Dollar","Feb","Monday","Bonus Video","Classic Symbols",1,"None","None","icy",1472
"1468","3rd Floor - Front","Hundred Dollar","Mar","Wednesday","4 Reel","Food",15,"Monthy Player","None","hot",477
"1469","3rd Floor - Front","Hundred Dollar","Mar","Thursday","4 Reel","Casinos",9,"Daily Special","None","dead",166
"1470","3rd Floor - Front","Hundred Dollar","Mar","Thursday","Progressive","Retro",6,"Daily Special","None","revolting",1398
"1472","3rd Floor - Front","Hundred Dollar","May","Sunday","Progressive","Entertainment",18,"Monthy Player","None","scorching",1167
"1473","3rd Floor - Front","Hundred Dollar","Jun","Thursday","4 Reel","Love",19,"Monthy Player","None","close",851
"1475","3rd Floor - Front","Hundred Dollar","Jun","Sunday","5 Reel","Movies",7,"New Player","None","arid",276
"1476","3rd Floor - Front","Hundred Dollar","Jul","Monday","Progressive","Magic",19,"New Player","None","tempestuous",18
"1478","3rd Floor - Front","Hundred Dollar","Aug","Thursday","5 Reel","Love",16,"New Player","None","sunny",1346
"1479","3rd Floor - Front","Hundred Dollar","Oct","Wednesday","5 Reel","Classic Symbols",9,"None","None","balmy",268
"1481","3rd Floor - Back","Penny","Feb","Tuesday","5 Reel","Casinos",2,"VIP","None","dead",1208
"1482","3rd Floor - Back","Penny","Feb","Friday","4 Reel","Movies",14,"Daily Special","None","crummy",1447
"1484","3rd Floor - Back","Penny","Mar","Monday","Bonus Video","History",2,"New Player","None","warm",58
"1485","3rd Floor - Back","Penny","Mar","Friday","Progressive","Food",19,"Monthy Player","None","stormy",964
"1486","3rd Floor - Back","Penny","Apr","Wednesday","Bonus Video","Retro",11,"None","None","icy",1150
"1488","3rd Floor - Back","Penny","May","Sunday","4 Reel","Retro",14,"VIP","None","sunny",1159
"1491","3rd Floor - Back","Penny","Jun","Tuesday","Progressive","American",1,"New Player","None","mild",326
"1492","3rd Floor - Back","Penny","Jun","Wednesday","4 Reel","Magic",10,"None","None","sunny",1433
"1493","3rd Floor - Back","Penny","Jun","Wednesday","Bonus Video","Holidays",17,"None","None","scorching",896
"1494","3rd Floor - Back","Penny","Jun","Friday","4 Reel","Food",12,"Monthy Player","None","wet",861
"1495","3rd Floor - Back","Penny","Jun","Sunday","5 Reel","Classic Symbols",7,"Monthy Player","None","sunny",1001
"1496","3rd Floor - Back","Penny","Jul","Monday","Bonus Video","Animals",5,"None","None","raw",421
"1497","3rd Floor - Back","Penny","Jul","Thursday","4 Reel","Regional",15,"None","None","icy",207
"1499","3rd Floor - Back","Penny","Aug","Friday","Progressive","Holidays",11,"None","None","stormy",1300
"1500","3rd Floor - Back","Penny","Oct","Monday","4 Reel","Movies",10,"New Player","None","showery",706
"1501","3rd Floor - Back","Penny","Oct","Monday","5 Reel","Regional",2,"New Player","None","muggy",600
"1502","3rd Floor - Back","Penny","Nov","Tuesday","5 Reel","Food",13,"Daily Special","None","mild",685
"1503","3rd Floor - Back","Penny","Nov","Friday","Bonus Video","American",5,"New Player","None","good",631
"1504","3rd Floor - Back","Penny","Nov","Sunday","Progressive","Animals",5,"Monthy Player","None","scorching",396
"1505","3rd Floor - Back","Penny","Dec","Monday","5 Reel","Food",1,"Daily Special","None","cloudy",1153
