Location,Denomination,Month,Weekday,Type,Theme,Age,Promotion,Coupons,Weather,Coin-in
2nd Floor - Front,Fifty Dollar,Jan,Wednesday,Progressive,Holidays,16,VIP,None,drizzly,1102
2nd Floor - Front,Fifty Dollar,Mar,Tuesday,5 Reel,Animals,1,Monthy Player,None,humid,1127
2nd Floor - Front,Fifty Dollar,Mar,Thursday,Bonus Video,Regional,2,VIP,None,sunny,1037
2nd Floor - Front,Fifty Dollar,Apr,Thursday,Bonus Video,Movies,3,None,None,snow,17
2nd Floor - Front,Fifty Dollar,Apr,Friday,5 Reel,American,18,None,None,dead,1197
2nd Floor - Front,Fifty Dollar,Apr,Friday,Progressive,Fruit,16,New Player,None,showery,836
2nd Floor - Front,Fifty Dollar,Apr,Sunday,Progressive,Entertainment,2,New Player,None,humid,1246
2nd Floor - Front,Fifty Dollar,Jun,Tuesday,4 Reel,Entertainment,17,New Player,None,cold,138
2nd Floor - Front,Fifty Dollar,Jun,Wednesday,5 Reel,Casinos,10,Daily Special,None,snow,1850
2nd Floor - Front,Fifty Dollar,Jun,Wednesday,Progressive,American,17,VIP,None,damp,1212
2nd Floor - Front,Fifty Dollar,Aug,Tuesday,Bonus Video,Casinos,13,New Player,None,raw,55
2nd Floor - Front,Fifty Dollar,Aug,Wednesday,4 Reel,Classic Symbols,13,None,None,raw,772
2nd Floor - Front,Fifty Dollar,Sep,Tuesday,Progressive,Animals,12,Monthy Player,None,showery,1012
2nd Floor - Front,Fifty Dollar,Oct,Tuesday,5 Reel,Regional,9,None,None,arid,732
2nd Floor - Front,Hundred Dollar,Jan,Friday,Progressive,American,10,Monthy Player,None,bad,1397
2nd Floor - Front,Hundred Dollar,Mar,Friday,5 Reel,Love,13,Daily Special,None,drizzly,1237
2nd Floor - Front,Hundred Dollar,Apr,Monday,4 Reel,Fairy Tale,8,Daily Special,None,snow,2073
2nd Floor - Front,Hundred Dollar,Apr,Monday,5 Reel,Fairy Tale,7,Daily Special,None,drizzly,1969
2nd Floor - Front,Hundred Dollar,Apr,Friday,Progressive,Adventure,7,New Player,None,sultry,2007
2nd Floor - Front,Hundred Dollar,May,Monday,4 Reel,Classic Symbols,11,Daily Special,None,cloudy,1785
2nd Floor - Front,Hundred Dollar,May,Wednesday,4 Reel,Retro,9,None,None,balmy,1429
2nd Floor - Front,Hundred Dollar,Jun,Wednesday,5 Reel,Casinos,16,None,None,hot,1220
2nd Floor - Front,Hundred Dollar,Aug,Wednesday,Bonus Video,American,16,VIP,None,rainy,129
2nd Floor - Front,Hundred Dollar,Aug,Friday,5 Reel,Entertainment,16,Daily Special,None,bitter,1785
2nd Floor - Front,Hundred Dollar,Oct,Tuesday,4 Reel,History,7,VIP,None,bitter,81
2nd Floor - Front,Hundred Dollar,Oct,Tuesday,Bonus Video,Classic Symbols,1,VIP,None,humid,1850
2nd Floor - Front,Hundred Dollar,Oct,Sunday,5 Reel,Classic Symbols,17,Daily Special,None,steamy,1280
2nd Floor - Front,Hundred Dollar,Nov,Monday,Bonus Video,Fairy Tale,17,New Player,None,dead,583
2nd Floor - Front,Hundred Dollar,Nov,Tuesday,4 Reel,Entertainment,16,None,None,sultry,2015
2nd Floor - Front,Hundred Dollar,Nov,Sunday,Progressive,Magic,5,Daily Special,None,crummy,1600
2nd Floor - Middle,Penny,Jan,Tuesday,Progressive,Travel,16,None,None,revolting,1652
2nd Floor - Middle,Penny,Jan,Friday,5 Reel,Adventure,3,None,None,frosty,1392
2nd Floor - Middle,Penny,Jan,Friday,Bonus Video,Fruit,17,New Player,None,dark,926
2nd Floor - Middle,Penny,Feb,Wednesday,4 Reel,Casinos,5,New Player,None,balmy,883
2nd Floor - Middle,Penny,Feb,Sunday,5 Reel,History,15,VIP,None,revolting,1785
2nd Floor - Middle,Penny,Apr,Wednesday,Bonus Video,American,3,VIP,None,dead,1059
2nd Floor - Middle,Penny,May,Tuesday,Bonus Video,Regional,1,Monthy Player,None,balmy,733
2nd Floor - Middle,Penny,Jul,Thursday,Progressive,Adventure,7,VIP,None,arid,591
2nd Floor - Middle,Penny,Jul,Friday,Bonus Video,Holidays,16,Daily Special,None,bitter,1618
2nd Floor - Middle,Penny,Sep,Tuesday,5 Reel,Other,19,Monthy Player,None,hazy,2125
2nd Floor - Middle,Penny,Dec,Tuesday,5 Reel,Adventure,4,Daily Special,None,damp,563
2nd Floor - Middle,Penny,Dec,Friday,Progressive,Magic,2,None,None,dead,500
2nd Floor - Middle,Two Cent,Jan,Monday,Bonus Video,Love,5,None,None,stormy,2194
2nd Floor - Middle,Two Cent,Jan,Friday,5 Reel,Magic,6,None,None,mild,1530
2nd Floor - Middle,Two Cent,Mar,Thursday,4 Reel,American,1,New Player,None,humid,1437
2nd Floor - Middle,Two Cent,Mar,Thursday,4 Reel,Food,11,None,None,revolting,1742
2nd Floor - Middle,Two Cent,Jun,Monday,5 Reel,Regional,15,None,None,steamy,1632
2nd Floor - Middle,Two Cent,Jun,Sunday,4 Reel,Fruit,20,Monthy Player,None,humid,1393
2nd Floor - Middle,Two Cent,Jun,Sunday,Bonus Video,Adventure,9,None,None,blusterous,1630
2nd Floor - Middle,Two Cent,Jul,Friday,4 Reel,Classic Symbols,12,Monthy Player,None,raw,1501
2nd Floor - Middle,Two Cent,Aug,Wednesday,5 Reel,Horror,12,None,None,mild,918
2nd Floor - Middle,Two Cent,Sep,Wednesday,Bonus Video,Magic,1,VIP,None,good,1309
2nd Floor - Middle,Two Cent,Oct,Monday,5 Reel,Horror,15,Monthy Player,None,blusterous,1100
2nd Floor - Middle,Two Cent,Nov,Tuesday,Progressive,Travel,8,None,None,snow,1717
2nd Floor - Middle,Two Cent,Nov,Wednesday,4 Reel,Sea,19,Monthy Player,None,icy,1120
2nd Floor - Middle,Two Cent,Nov,Sunday,4 Reel,Fruit,14,New Player,None,revolting,1495
2nd Floor - Middle,Nickel,Mar,Tuesday,Progressive,Travel,4,VIP,None,showery,1331
2nd Floor - Middle,Nickel,Apr,Tuesday,Bonus Video,Fruit,18,Monthy Player,None,windy,251
2nd Floor - Middle,Nickel,Apr,Wednesday,4 Reel,Entertainment,12,Daily Special,None,windy,2018
2nd Floor - Middle,Nickel,May,Monday,Bonus Video,Entertainment,4,VIP,None,tempestuous,1314
2nd Floor - Middle,Nickel,May,Friday,Bonus Video,Retro,10,Monthy Player,None,cold,1911
2nd Floor - Middle,Nickel,May,Sunday,4 Reel,Movies,3,VIP,None,crummy,182
2nd Floor - Middle,Nickel,Jun,Wednesday,5 Reel,Retro,18,Monthy Player,None,bitter,2159
2nd Floor - Middle,Nickel,Aug,Thursday,Bonus Video,Holidays,5,VIP,None,muggy,1571
2nd Floor - Middle,Nickel,Aug,Sunday,5 Reel,Retro,20,New Player,None,cold,2027
2nd Floor - Middle,Nickel,Aug,Sunday,Progressive,Love,3,None,None,steamy,793
2nd Floor - Middle,Nickel,Sep,Tuesday,5 Reel,Other,20,Daily Special,None,cloudy,987
2nd Floor - Middle,Nickel,Sep,Tuesday,Bonus Video,Retro,15,New Player,None,drizzly,1927
2nd Floor - Middle,Nickel,Sep,Friday,5 Reel,History,11,Monthy Player,None,clear,1431
2nd Floor - Middle,Nickel,Sep,Friday,Progressive,Fruit,4,New Player,None,good,1581
2nd Floor - Middle,Nickel,Nov,Friday,4 Reel,Travel,16,Daily Special,None,revolting,1830
2nd Floor - Middle,Dime,Feb,Monday,Bonus Video,Fairy Tale,17,Daily Special,None,revolting,596
2nd Floor - Middle,Dime,Feb,Sunday,Bonus Video,Food,11,Monthy Player,None,frosty,1009
2nd Floor - Middle,Dime,Mar,Friday,4 Reel,History,1,Daily Special,None,snow,1265
2nd Floor - Middle,Dime,Apr,Tuesday,Bonus Video,Animals,11,Monthy Player,None,revolting,210
2nd Floor - Middle,Dime,Apr,Wednesday,4 Reel,Horror,8,None,None,blusterous,954
2nd Floor - Middle,Dime,Apr,Sunday,5 Reel,Casinos,4,Daily Special,None,stormy,1879
2nd Floor - Middle,Dime,May,Tuesday,5 Reel,Regional,19,None,None,damp,344
2nd Floor - Middle,Dime,May,Tuesday,Bonus Video,Entertainment,2,Monthy Player,None,hot,684
2nd Floor - Middle,Dime,Jun,Thursday,4 Reel,Entertainment,4,None,None,calm,495
2nd Floor - Middle,Dime,Jun,Thursday,5 Reel,Food,12,None,None,balmy,1997
2nd Floor - Middle,Dime,Jun,Sunday,5 Reel,Retro,5,Daily Special,None,frosty,1351
2nd Floor - Middle,Dime,Jul,Friday,Bonus Video,Riches,8,Monthy Player,None,muggy,981
2nd Floor - Middle,Dime,Aug,Thursday,Bonus Video,Casinos,18,None,None,icy,133
2nd Floor - Middle,Dime,Sep,Wednesday,Bonus Video,Fruit,5,Daily Special,None,close,1743
2nd Floor - Middle,Dime,Oct,Tuesday,4 Reel,Adventure,10,Daily Special,None,cold,1287
2nd Floor - Middle,Dime,Oct,Tuesday,4 Reel,Fairy Tale,17,None,None,scorching,1068
2nd Floor - Middle,Dime,Oct,Tuesday,4 Reel,Riches,19,New Player,None,steamy,789
2nd Floor - Middle,Dime,Oct,Tuesday,5 Reel,Fruit,20,VIP,None,cold,1045
2nd Floor - Middle,Quarter,Jan,Monday,Progressive,Retro,17,Monthy Player,None,raw,1803
2nd Floor - Middle,Quarter,Jan,Tuesday,Progressive,Movies,3,None,None,steamy,2140
2nd Floor - Middle,Quarter,Feb,Sunday,5 Reel,Sea,2,Monthy Player,None,frosty,1437
2nd Floor - Middle,Quarter,Mar,Wednesday,Bonus Video,Animals,6,None,None,close,5
2nd Floor - Middle,Quarter,Mar,Thursday,Bonus Video,Magic,9,Monthy Player,None,balmy,228
2nd Floor - Middle,Quarter,Jun,Tuesday,Bonus Video,Fruit,19,VIP,None,good,2168
2nd Floor - Middle,Quarter,Aug,Wednesday,Progressive,Holidays,11,Monthy Player,None,sunny,782
2nd Floor - Middle,Quarter,Aug,Thursday,4 Reel,Regional,14,Monthy Player,None,steamy,1098
2nd Floor - Middle,Quarter,Oct,Tuesday,5 Reel,American,20,VIP,None,dark,1174
2nd Floor - Middle,Quarter,Nov,Sunday,5 Reel,Holidays,16,VIP,None,damp,1469
2nd Floor - Middle,Quarter,Dec,Thursday,5 Reel,Holidays,3,New Player,None,humid,1391
2nd Floor - Middle,Half Dollar,Mar,Tuesday,Progressive,Love,19,Monthy Player,None,balmy,684
2nd Floor - Middle,Half Dollar,Mar,Thursday,Bonus Video,Animals,1,Daily Special,None,misty,1256
2nd Floor - Middle,Half Dollar,Mar,Thursday,Bonus Video,Entertainment,3,VIP,None,damp,760
2nd Floor - Middle,Half Dollar,Apr,Monday,Progressive,Travel,4,VIP,None,stormy,13
2nd Floor - Middle,Half Dollar,Jun,Monday,5 Reel,Retro,16,New Player,None,windy,2161
2nd Floor - Middle,Half Dollar,Jun,Tuesday,Bonus Video,Holidays,20,New Player,None,drizzly,206
2nd Floor - Middle,Half Dollar,Jun,Sunday,Progressive,American,2,Daily Special,None,hazy,1430
2nd Floor - Middle,Half Dollar,Jul,Monday,5 Reel,Holidays,11,New Player,None,scorching,1849
2nd Floor - Middle,Half Dollar,Jul,Wednesday,Bonus Video,History,11,None,None,arid,2005
2nd Floor - Middle,Half Dollar,Jul,Thursday,5 Reel,American,3,New Player,None,mild,862
2nd Floor - Middle,Half Dollar,Oct,Wednesday,5 Reel,Adventure,19,None,None,hot,1889
2nd Floor - Middle,Half Dollar,Oct,Thursday,Progressive,Riches,7,Daily Special,None,hot,489
2nd Floor - Middle,Half Dollar,Nov,Monday,Bonus Video,Horror,16,Monthy Player,None,rainy,2035
2nd Floor - Middle,Half Dollar,Nov,Thursday,Progressive,Movies,5,Daily Special,None,showery,1281
2nd Floor - Middle,Half Dollar,Nov,Friday,4 Reel,Magic,17,New Player,None,drizzly,830
2nd Floor - Middle,Dollar,Jan,Thursday,5 Reel,Adventure,8,VIP,None,sultry,2024
2nd Floor - Middle,Dollar,Feb,Tuesday,5 Reel,Love,5,VIP,None,showery,557
2nd Floor - Middle,Dollar,Feb,Sunday,Progressive,Adventure,3,VIP,None,scorching,462
2nd Floor - Middle,Dollar,Jun,Wednesday,Bonus Video,Classic Symbols,6,Monthy Player,None,warm,493
2nd Floor - Middle,Dollar,Jun,Thursday,4 Reel,Casinos,16,None,None,mild,203
2nd Floor - Middle,Dollar,Jun,Friday,5 Reel,Love,14,VIP,None,calm,956
2nd Floor - Middle,Dollar,Jul,Monday,5 Reel,Regional,12,VIP,None,tempestuous,1473
2nd Floor - Middle,Dollar,Jul,Wednesday,Progressive,Magic,2,VIP,None,snow,1942
2nd Floor - Middle,Dollar,Jul,Friday,Progressive,Animals,6,None,None,damp,231
2nd Floor - Middle,Dollar,Aug,Thursday,4 Reel,Sea,8,Monthy Player,None,showery,54
2nd Floor - Middle,Dollar,Sep,Wednesday,5 Reel,Travel,1,None,None,clear,1630
2nd Floor - Middle,Dollar,Sep,Sunday,5 Reel,Animals,5,Monthy Player,None,good,1385
2nd Floor - Middle,Dollar,Oct,Thursday,4 Reel,Magic,13,New Player,None,tempestuous,373
2nd Floor - Middle,Dollar,Oct,Sunday,Bonus Video,Fruit,6,Monthy Player,None,crummy,2112
2nd Floor - Middle,Dollar,Nov,Friday,Progressive,Riches,5,New Player,None,clear,1864
2nd Floor - Middle,Dollar,Dec,Wednesday,Progressive,Fairy Tale,11,None,None,showery,435
2nd Floor - Middle,Dollar,Dec,Friday,5 Reel,Food,19,VIP,None,dead,525
2nd Floor - Middle,Dollar,Dec,Sunday,5 Reel,Travel,9,None,None,calm,1820
2nd Floor - Middle,Two Dollar,Jan,Monday,4 Reel,Travel,7,VIP,None,bitter,948
2nd Floor - Middle,Two Dollar,Jan,Thursday,Bonus Video,Travel,11,Daily Special,None,dead,1913
2nd Floor - Middle,Two Dollar,Feb,Thursday,Bonus Video,Movies,10,New Player,None,humid,100
2nd Floor - Middle,Two Dollar,Mar,Monday,Bonus Video,American,20,None,None,cold,894
2nd Floor - Middle,Two Dollar,Mar,Wednesday,4 Reel,Classic Symbols,14,VIP,None,damp,498
2nd Floor - Middle,Two Dollar,Apr,Monday,5 Reel,Riches,15,New Player,None,drizzly,1437
2nd Floor - Middle,Two Dollar,Apr,Monday,Bonus Video,Other,8,Monthy Player,None,arid,1276
2nd Floor - Middle,Two Dollar,May,Thursday,Progressive,Fruit,2,None,None,close,1981
2nd Floor - Middle,Two Dollar,Jun,Thursday,Progressive,Holidays,14,New Player,None,mild,115
2nd Floor - Middle,Two Dollar,Jul,Monday,4 Reel,Animals,18,Daily Special,None,arid,1278
2nd Floor - Middle,Two Dollar,Jul,Monday,Bonus Video,American,14,Monthy Player,None,raw,675
2nd Floor - Middle,Two Dollar,Jul,Tuesday,Bonus Video,History,18,Monthy Player,None,steamy,1207
2nd Floor - Middle,Two Dollar,Jul,Thursday,Bonus Video,American,3,None,None,dead,643
2nd Floor - Middle,Two Dollar,Sep,Monday,5 Reel,Love,17,None,None,dead,1205
2nd Floor - Middle,Two Dollar,Sep,Tuesday,Bonus Video,Movies,4,VIP,None,drizzly,114
2nd Floor - Middle,Two Dollar,Sep,Wednesday,5 Reel,History,13,Monthy Player,None,wet,1516
2nd Floor - Middle,Two Dollar,Sep,Friday,Progressive,Regional,10,New Player,None,dark,1830
2nd Floor - Middle,Two Dollar,Sep,Sunday,Bonus Video,Classic Symbols,9,VIP,None,raw,2104
2nd Floor - Middle,Two Dollar,Oct,Tuesday,Bonus Video,Horror,12,New Player,None,snow,1742
2nd Floor - Middle,Two Dollar,Nov,Friday,Bonus Video,Magic,2,None,None,muggy,1961
2nd Floor - Middle,Two Dollar,Dec,Monday,Bonus Video,Fairy Tale,20,None,None,blusterous,1159
2nd Floor - Middle,Two Dollar,Dec,Wednesday,Progressive,Regional,14,None,None,cold,789
2nd Floor - Middle,Five Dollar,Jan,Tuesday,4 Reel,Fruit,6,Monthy Player,None,scorching,791
2nd Floor - Middle,Five Dollar,Mar,Monday,4 Reel,Horror,7,None,None,revolting,1592
2nd Floor - Middle,Five Dollar,Mar,Tuesday,Progressive,Holidays,14,Daily Special,None,blusterous,270
2nd Floor - Middle,Five Dollar,Mar,Friday,4 Reel,Horror,2,Monthy Player,None,arid,691
2nd Floor - Middle,Five Dollar,Mar,Sunday,4 Reel,Magic,5,None,None,dark,1709
2nd Floor - Middle,Five Dollar,Apr,Sunday,Bonus Video,Entertainment,10,New Player,None,humid,1854
2nd Floor - Middle,Five Dollar,Apr,Sunday,Bonus Video,Travel,2,Monthy Player,None,clear,437
2nd Floor - Middle,Five Dollar,Aug,Monday,Progressive,Sea,5,VIP,None,snow,730
2nd Floor - Middle,Five Dollar,Sep,Thursday,Progressive,Sea,19,VIP,None,humid,1180
2nd Floor - Middle,Five Dollar,Sep,Sunday,Progressive,Fruit,6,Daily Special,None,cold,397
2nd Floor - Middle,Five Dollar,Oct,Tuesday,5 Reel,Sea,4,None,None,sultry,1878
2nd Floor - Middle,Five Dollar,Nov,Thursday,5 Reel,Fairy Tale,11,VIP,None,sultry,1238
2nd Floor - Middle,Five Dollar,Dec,Tuesday,4 Reel,Casinos,14,VIP,None,hazy,1780
2nd Floor - Middle,Five Dollar,Dec,Wednesday,4 Reel,Love,14,Monthy Player,None,stormy,1970
2nd Floor - Middle,Five Dollar,Dec,Wednesday,Bonus Video,Retro,17,VIP,None,bitter,96
2nd Floor - Middle,Five Dollar,Dec,Friday,5 Reel,Riches,13,VIP,None,hot,1846
2nd Floor - Middle,Five Dollar,Dec,Sunday,Bonus Video,Riches,10,None,None,sultry,1808
2nd Floor - Middle,Ten Dollar,Feb,Tuesday,5 Reel,Magic,5,Monthy Player,None,cold,1985
2nd Floor - Middle,Ten Dollar,Feb,Wednesday,5 Reel,Retro,14,None,None,showery,2073
2nd Floor - Middle,Ten Dollar,Feb,Sunday,5 Reel,Adventure,12,New Player,None,steamy,1309
2nd Floor - Middle,Ten Dollar,Mar,Friday,4 Reel,Travel,7,VIP,None,dark,69
2nd Floor - Middle,Ten Dollar,Apr,Wednesday,Bonus Video,Other,6,Monthy Player,None,arid,450
2nd Floor - Middle,Ten Dollar,Apr,Friday,Bonus Video,Riches,7,None,None,humid,623
2nd Floor - Middle,Ten Dollar,May,Sunday,Progressive,Retro,7,Monthy Player,None,clear,617
2nd Floor - Middle,Ten Dollar,Jun,Wednesday,4 Reel,Magic,9,None,None,wet,1831
2nd Floor - Middle,Ten Dollar,Jun,Friday,Bonus Video,Adventure,6,New Player,None,tempestuous,857
2nd Floor - Middle,Ten Dollar,Jul,Monday,Bonus Video,Holidays,7,Monthy Player,None,good,1358
2nd Floor - Middle,Ten Dollar,Sep,Thursday,5 Reel,Magic,4,Monthy Player,None,bitter,1426
2nd Floor - Middle,Ten Dollar,Oct,Friday,Bonus Video,Animals,13,Monthy Player,None,tempestuous,1977
2nd Floor - Middle,Ten Dollar,Dec,Monday,5 Reel,Food,20,New Player,None,warm,2179
2nd Floor - Middle,Ten Dollar,Dec,Tuesday,Progressive,Food,1,Daily Special,None,steamy,1323
2nd Floor - Middle,Twenty Five Dollar,Jan,Wednesday,Bonus Video,Entertainment,8,Daily Special,None,cold,1956
2nd Floor - Middle,Twenty Five Dollar,Jan,Wednesday,Bonus Video,Retro,8,Daily Special,None,blusterous,393
2nd Floor - Middle,Twenty Five Dollar,Feb,Thursday,5 Reel,History,20,VIP,None,dead,1310
2nd Floor - Middle,Twenty Five Dollar,Mar,Monday,5 Reel,History,2,Monthy Player,None,cloudy,1053
2nd Floor - Middle,Twenty Five Dollar,Apr,Wednesday,Progressive,Adventure,9,New Player,None,rainy,307
2nd Floor - Middle,Twenty Five Dollar,Apr,Thursday,Bonus Video,Riches,11,Daily Special,None,calm,83
2nd Floor - Middle,Twenty Five Dollar,Jun,Wednesday,Progressive,American,3,New Player,None,windy,1700
2nd Floor - Middle,Twenty Five Dollar,Jul,Friday,Progressive,Entertainment,3,VIP,None,misty,13
2nd Floor - Middle,Twenty Five Dollar,Sep,Wednesday,Progressive,Casinos,2,Daily Special,None,rainy,1968
2nd Floor - Middle,Twenty Five Dollar,Sep,Wednesday,Bonus Video,Travel,13,Daily Special,None,bitter,156
2nd Floor - Middle,Twenty Five Dollar,Sep,Thursday,Progressive,Entertainment,2,None,None,bitter,398
2nd Floor - Middle,Twenty Five Dollar,Oct,Wednesday,4 Reel,Adventure,20,Monthy Player,None,blusterous,436
2nd Floor - Middle,Twenty Five Dollar,Oct,Thursday,Progressive,Movies,3,New Player,None,warm,1394
2nd Floor - Middle,Twenty Five Dollar,Dec,Wednesday,Progressive,Animals,7,None,None,crummy,1574
2nd Floor - Middle,Fifty Dollar,Jan,Friday,Bonus Video,History,18,Daily Special,None,blusterous,347
2nd Floor - Middle,Fifty Dollar,Mar,Tuesday,5 Reel,Riches,19,VIP,None,balmy,1927
2nd Floor - Middle,Fifty Dollar,Mar,Tuesday,5 Reel,Travel,13,New Player,None,frosty,739
2nd Floor - Middle,Fifty Dollar,Apr,Wednesday,Progressive,Entertainment,10,New Player,None,cold,314
2nd Floor - Middle,Fifty Dollar,Apr,Friday,5 Reel,Sea,15,Monthy Player,None,muggy,402
2nd Floor - Middle,Fifty Dollar,May,Wednesday,5 Reel,Riches,5,VIP,None,stormy,1018
2nd Floor - Middle,Fifty Dollar,Jun,Monday,4 Reel,Travel,19,None,None,misty,1167
2nd Floor - Middle,Fifty Dollar,Jun,Monday,Progressive,Movies,10,None,None,frosty,642
2nd Floor - Middle,Fifty Dollar,Aug,Thursday,Bonus Video,Retro,2,VIP,None,bad,1707
2nd Floor - Middle,Fifty Dollar,Aug,Friday,5 Reel,Travel,20,Monthy Player,None,sultry,1233
2nd Floor - Middle,Fifty Dollar,Sep,Wednesday,5 Reel,Food,9,New Player,None,hot,358
2nd Floor - Middle,Fifty Dollar,Oct,Monday,Progressive,Regional,8,VIP,None,dead,870
2nd Floor - Middle,Fifty Dollar,Oct,Monday,Progressive,Travel,16,Monthy Player,None,wet,1300
2nd Floor - Middle,Fifty Dollar,Oct,Tuesday,5 Reel,Horror,13,Daily Special,None,sunny,541
2nd Floor - Middle,Fifty Dollar,Oct,Sunday,Bonus Video,Fruit,20,None,None,sunny,1189
2nd Floor - Middle,Fifty Dollar,Nov,Wednesday,4 Reel,Casinos,14,New Player,None,blusterous,1176
2nd Floor - Middle,Fifty Dollar,Nov,Thursday,5 Reel,American,13,VIP,None,calm,800
2nd Floor - Middle,Fifty Dollar,Dec,Thursday,4 Reel,American,19,Daily Special,None,snow,552
2nd Floor - Middle,Hundred Dollar,Jan,Monday,Progressive,Adventure,20,New Player,None,frosty,771
2nd Floor - Middle,Hundred Dollar,Feb,Wednesday,5 Reel,Horror,17,None,None,good,1222
2nd Floor - Middle,Hundred Dollar,Feb,Sunday,Bonus Video,Regional,9,Daily Special,None,bad,1365
2nd Floor - Middle,Hundred Dollar,Mar,Tuesday,Progressive,Fruit,8,None,None,steamy,1492
2nd Floor - Middle,Hundred Dollar,Apr,Thursday,Bonus Video,Casinos,3,New Player,None,clear,1988
2nd Floor - Middle,Hundred Dollar,Jul,Tuesday,Bonus Video,American,18,Monthy Player,None,scorching,1264
2nd Floor - Middle,Hundred Dollar,Jul,Sunday,4 Reel,Classic Symbols,11,None,None,raw,2022
2nd Floor - Middle,Hundred Dollar,Aug,Thursday,Bonus Video,Regional,17,New Player,None,drizzly,646
2nd Floor - Middle,Hundred Dollar,Aug,Sunday,4 Reel,History,7,VIP,None,icy,1762
2nd Floor - Middle,Hundred Dollar,Aug,Sunday,Bonus Video,Love,14,New Player,None,scorching,219
2nd Floor - Middle,Hundred Dollar,Oct,Friday,Progressive,Horror,10,Daily Special,None,humid,1257
2nd Floor - Middle,Hundred Dollar,Nov,Thursday,Bonus Video,Regional,14,Daily Special,None,showery,1706
2nd Floor - Middle,Hundred Dollar,Nov,Sunday,5 Reel,Movies,11,New Player,None,frosty,395
2nd Floor - Middle,Hundred Dollar,Nov,Sunday,Bonus Video,Riches,3,Daily Special,None,damp,441
2nd Floor - Back,Penny,Jan,Tuesday,Bonus Video,Sea,5,None,None,balmy,1977
2nd Floor - Back,Penny,Jan,Thursday,Progressive,Riches,2,None,None,raw,893
2nd Floor - Back,Penny,Jan,Sunday,Progressive,Casinos,5,VIP,None,raw,236
2nd Floor - Back,Penny,Mar,Friday,4 Reel,Sea,9,VIP,None,drizzly,594
2nd Floor - Back,Penny,Apr,Friday,Progressive,Entertainment,15,VIP,None,muggy,1042
2nd Floor - Back,Penny,Jul,Thursday,Progressive,Love,13,VIP,None,arid,852
2nd Floor - Back,Penny,Jul,Friday,5 Reel,Holidays,19,None,None,cloudy,554
2nd Floor - Back,Penny,Jul,Friday,Progressive,History,20,None,None,misty,77
2nd Floor - Back,Penny,Jul,Sunday,Bonus Video,Other,9,New Player,None,calm,968
2nd Floor - Back,Penny,Aug,Tuesday,Progressive,Riches,14,New Player,None,snow,1174
2nd Floor - Back,Penny,Sep,Tuesday,5 Reel,Riches,2,VIP,None,mild,61
2nd Floor - Back,Penny,Sep,Wednesday,Progressive,Riches,4,Monthy Player,None,bad,1559
2nd Floor - Back,Penny,Sep,Friday,Progressive,Animals,12,VIP,None,damp,2167
2nd Floor - Back,Penny,Oct,Friday,Bonus Video,Adventure,7,Daily Special,None,wet,2176
2nd Floor - Back,Penny,Dec,Wednesday,4 Reel,Magic,12,Daily Special,None,misty,795
2nd Floor - Back,Penny,Dec,Wednesday,5 Reel,Adventure,3,VIP,None,stormy,426
2nd Floor - Back,Two Cent,Jan,Friday,4 Reel,Movies,2,New Player,None,dark,867
2nd Floor - Back,Two Cent,Mar,Wednesday,5 Reel,Travel,5,New Player,None,blusterous,984
2nd Floor - Back,Two Cent,May,Tuesday,Bonus Video,Riches,2,New Player,None,showery,61
2nd Floor - Back,Two Cent,May,Sunday,5 Reel,Retro,3,VIP,None,steamy,814
2nd Floor - Back,Two Cent,Jun,Monday,Progressive,American,1,Monthy Player,None,crummy,1688
2nd Floor - Back,Two Cent,Jul,Wednesday,4 Reel,Casinos,9,None,None,hot,551
2nd Floor - Back,Two Cent,Jul,Friday,Bonus Video,Fruit,12,Daily Special,None,blusterous,800
2nd Floor - Back,Two Cent,Sep,Wednesday,5 Reel,Adventure,10,New Player,None,calm,1270
2nd Floor - Back,Two Cent,Sep,Thursday,4 Reel,Animals,12,New Player,None,sunny,1771
2nd Floor - Back,Two Cent,Sep,Thursday,5 Reel,Adventure,11,VIP,None,raw,1123
2nd Floor - Back,Two Cent,Sep,Thursday,Bonus Video,Magic,18,Monthy Player,None,drizzly,548
2nd Floor - Back,Two Cent,Sep,Friday,Progressive,Other,3,None,None,calm,897
2nd Floor - Back,Two Cent,Oct,Tuesday,5 Reel,Movies,6,Monthy Player,None,arid,2096
2nd Floor - Back,Two Cent,Nov,Tuesday,5 Reel,Entertainment,16,Daily Special,None,crummy,1245
2nd Floor - Back,Two Cent,Nov,Thursday,5 Reel,History,5,Monthy Player,None,windy,1632
2nd Floor - Back,Two Cent,Dec,Monday,Bonus Video,Love,17,None,None,tempestuous,1938
2nd Floor - Back,Nickel,Feb,Friday,Bonus Video,Other,4,None,None,dark,595
2nd Floor - Back,Nickel,May,Monday,4 Reel,Travel,8,New Player,None,stormy,755
2nd Floor - Back,Nickel,Jun,Monday,5 Reel,Holidays,7,Monthy Player,None,bad,1550
2nd Floor - Back,Nickel,Jun,Monday,5 Reel,Other,17,New Player,None,dead,326
2nd Floor - Back,Nickel,Jul,Thursday,4 Reel,Movies,17,VIP,None,blusterous,1413
2nd Floor - Back,Nickel,Oct,Wednesday,Bonus Video,Adventure,8,New Player,None,damp,1854
2nd Floor - Back,Nickel,Oct,Thursday,5 Reel,Holidays,3,Daily Special,None,damp,2153
